点号,相对时间(微秒),  1:010AUA(V),  2:010AUB(V),  3:010AUC(V),  4:010AU0(V),  5:010BIA(A),  6:010BIB(A),  7:010BIC(A),  8:010BI0(A)
38,-74256.000,-0.010000,-5.010000,5.770000,0.250000,3.140000,-0.640000,1.290000,1.260000
39,-74100.000,0.050000,-5.420000,5.440000,0.020000,4.070000,-0.700000,1.240000,1.530000
40,-73944.000,0.090000,-5.820000,5.060000,-0.220000,4.920000,-0.810000,1.130000,1.740000
41,-73788.000,0.180000,-6.360000,4.570000,-0.530000,5.630000,-1.010000,0.910000,1.840000
42,-73632.000,0.300000,-6.840000,4.090000,-0.810000,6.070000,-1.120000,0.770000,1.900000
43,-73476.000,0.450000,-7.340000,3.610000,-1.090000,6.320000,-1.270000,0.610000,1.880000
44,-73320.000,0.640000,-7.810000,3.080000,-1.360000,6.410000,-1.400000,0.480000,1.830000
45,-73164.000,0.820000,-8.160000,2.540000,-1.600000,6.260000,-1.490000,0.400000,1.720000
46,-73008.000,0.970000,-8.440000,1.980000,-1.830000,5.910000,-1.540000,0.340000,1.570000
47,-72852.000,1.130000,-8.650000,1.450000,-2.020000,5.330000,-1.520000,0.340000,1.380000
48,-72696.000,1.270000,-8.820000,0.950000,-2.200000,4.600000,-1.490000,0.360000,1.150000
49,-72540.000,1.410000,-8.960000,0.550000,-2.330000,3.780000,-1.460000,0.410000,0.910000
50,-72384.000,1.540000,-9.050000,0.180000,-2.440000,2.880000,-1.440000,0.470000,0.630000
51,-72228.000,1.690000,-9.140000,-0.120000,-2.520000,1.980000,-1.460000,0.530000,0.350000
52,-72072.000,1.820000,-9.150000,-0.430000,-2.580000,1.170000,-1.500000,0.570000,0.080000
53,-71916.000,1.970000,-9.130000,-0.690000,-2.610000,0.520000,-1.520000,0.610000,-0.130000
54,-71760.000,2.080000,-9.040000,-0.930000,-2.630000,0.020000,-1.530000,0.590000,-0.300000
55,-71604.000,2.240000,-8.940000,-1.160000,-2.620000,-0.320000,-1.480000,0.590000,-0.400000
56,-71448.000,2.390000,-8.790000,-1.380000,-2.590000,-0.560000,-1.390000,0.530000,-0.470000
57,-71292.000,2.570000,-8.650000,-1.620000,-2.560000,-0.690000,-1.320000,0.420000,-0.530000
58,-71136.000,2.770000,-8.480000,-1.860000,-2.520000,-0.750000,-1.230000,0.300000,-0.560000
59,-70980.000,2.960000,-8.280000,-2.110000,-2.470000,-0.740000,-1.140000,0.160000,-0.570000
60,-70824.000,3.150000,-8.070000,-2.380000,-2.430000,-0.680000,-1.040000,0.010000,-0.570000
61,-70668.000,3.340000,-7.830000,-2.660000,-2.380000,-0.570000,-0.910000,-0.130000,-0.530000
62,-70512.000,3.520000,-7.570000,-2.920000,-2.320000,-0.440000,-0.790000,-0.270000,-0.500000
63,-70356.000,3.700000,-7.280000,-3.210000,-2.260000,-0.280000,-0.670000,-0.380000,-0.440000
64,-70200.000,3.880000,-7.000000,-3.480000,-2.200000,-0.100000,-0.610000,-0.440000,-0.380000
65,-70044.000,4.020000,-6.690000,-3.790000,-2.150000,0.100000,-0.580000,-0.470000,-0.310000
66,-69888.000,4.170000,-6.360000,-4.060000,-2.080000,0.290000,-0.550000,-0.460000,-0.240000
67,-69732.000,4.280000,-6.010000,-4.310000,-2.010000,0.410000,-0.570000,-0.470000,-0.210000
68,-69576.000,4.300000,-5.670000,-4.550000,-1.970000,0.510000,-0.630000,-0.520000,-0.210000
69,-69420.000,4.360000,-5.340000,-4.800000,-1.920000,0.630000,-0.610000,-0.530000,-0.170000
70,-69264.000,4.400000,-5.000000,-5.000000,-1.860000,0.720000,-0.540000,-0.500000,-0.100000
71,-69108.000,4.420000,-4.700000,-5.190000,-1.820000,0.790000,-0.500000,-0.510000,-0.070000
72,-68952.000,4.440000,-4.390000,-5.370000,-1.770000,0.830000,-0.450000,-0.490000,-0.030000
73,-68796.000,4.460000,-4.080000,-5.560000,-1.720000,0.900000,-0.420000,-0.510000,-0.010000
74,-68640.000,4.410000,-3.770000,-5.750000,-1.700000,0.990000,-0.400000,-0.560000,0.010000
75,-68484.000,4.390000,-3.440000,-5.930000,-1.660000,1.070000,-0.350000,-0.620000,0.030000
76,-68328.000,4.360000,-3.100000,-6.110000,-1.610000,1.140000,-0.290000,-0.700000,0.050000
77,-68172.000,4.310000,-2.750000,-6.260000,-1.560000,1.180000,-0.190000,-0.780000,0.070000
78,-68016.000,4.240000,-2.370000,-6.440000,-1.520000,1.200000,-0.100000,-0.860000,0.080000
79,-67860.000,4.190000,-2.010000,-6.590000,-1.470000,1.200000,-0.030000,-0.930000,0.080000
80,-67704.000,4.130000,-1.620000,-6.740000,-1.410000,1.190000,0.040000,-0.970000,0.080000
81,-67548.000,4.040000,-1.250000,-6.860000,-1.350000,1.130000,0.090000,-1.000000,0.070000
82,-67392.000,3.950000,-0.860000,-6.980000,-1.290000,1.070000,0.130000,-1.030000,0.050000
83,-67236.000,3.840000,-0.460000,-7.050000,-1.220000,0.980000,0.190000,-1.030000,0.040000
84,-67080.000,3.710000,-0.080000,-7.110000,-1.160000,0.850000,0.250000,-1.050000,0.010000
85,-66924.000,3.600000,0.310000,-7.160000,-1.080000,0.710000,0.320000,-1.060000,-0.010000
86,-66768.000,3.480000,0.700000,-7.200000,-1.000000,0.550000,0.380000,-1.070000,-0.040000
87,-66612.000,3.360000,1.060000,-7.190000,-0.920000,0.400000,0.420000,-1.070000,-0.080000
88,-66456.000,3.210000,1.430000,-7.140000,-0.830000,0.250000,0.440000,-1.090000,-0.130000
89,-66300.000,3.050000,1.820000,-7.070000,-0.730000,0.100000,0.460000,-1.080000,-0.170000
90,-66144.000,2.850000,2.210000,-6.960000,-0.630000,-0.060000,0.490000,-1.090000,-0.220000
91,-65988.000,2.650000,2.590000,-6.850000,-0.530000,-0.200000,0.550000,-1.090000,-0.240000
92,-65832.000,2.450000,2.950000,-6.710000,-0.430000,-0.300000,0.640000,-1.070000,-0.240000
93,-65676.000,2.280000,3.290000,-6.590000,-0.340000,-0.370000,0.730000,-1.060000,-0.230000
94,-65520.000,2.100000,3.650000,-6.460000,-0.230000,-0.400000,0.790000,-1.050000,-0.220000
95,-65364.000,1.900000,4.010000,-6.320000,-0.130000,-0.420000,0.830000,-1.060000,-0.210000
96,-65208.000,1.730000,4.360000,-6.170000,-0.020000,-0.450000,0.870000,-1.070000,-0.210000
97,-65052.000,1.520000,4.700000,-6.010000,0.070000,-0.490000,0.890000,-1.070000,-0.220000
98,-64896.000,1.330000,4.970000,-5.830000,0.150000,-0.520000,0.920000,-1.080000,-0.220000
99,-64740.000,1.110000,5.270000,-5.640000,0.240000,-0.550000,0.950000,-1.070000,-0.220000
100,-64584.000,0.920000,5.580000,-5.430000,0.350000,-0.590000,0.970000,-1.030000,-0.210000
101,-64428.000,0.690000,5.880000,-5.210000,0.450000,-0.630000,0.990000,-1.000000,-0.210000
102,-64272.000,0.470000,6.150000,-4.970000,0.550000,-0.680000,0.990000,-0.950000,-0.210000
103,-64116.000,0.260000,6.400000,-4.720000,0.640000,-0.760000,1.000000,-0.900000,-0.220000
104,-63960.000,0.040000,6.610000,-4.460000,0.730000,-0.840000,1.020000,-0.840000,-0.220000
105,-63804.000,-0.170000,6.840000,-4.200000,0.820000,-0.910000,1.060000,-0.800000,-0.210000
106,-63648.000,-0.390000,7.060000,-3.920000,0.910000,-0.990000,1.090000,-0.760000,-0.220000
107,-63492.000,-0.620000,7.280000,-3.640000,1.000000,-1.070000,1.140000,-0.730000,-0.220000
108,-63336.000,-0.840000,7.450000,-3.340000,1.090000,-1.130000,1.190000,-0.710000,-0.210000
109,-63180.000,-1.060000,7.580000,-3.010000,1.170000,-1.200000,1.210000,-0.680000,-0.220000
110,-63024.000,-1.270000,7.670000,-2.660000,1.240000,-1.240000,1.220000,-0.650000,-0.220000
111,-62868.000,-1.470000,7.720000,-2.300000,1.310000,-1.270000,1.210000,-0.600000,-0.220000
112,-62712.000,-1.690000,7.790000,-1.960000,1.380000,-1.310000,1.200000,-0.560000,-0.220000
113,-62556.000,-1.850000,7.800000,-1.610000,1.440000,-1.340000,1.160000,-0.510000,-0.230000
114,-62400.000,-2.020000,7.860000,-1.300000,1.510000,-1.350000,1.140000,-0.460000,-0.220000
115,-62244.000,-2.200000,7.890000,-0.990000,1.560000,-1.360000,1.110000,-0.440000,-0.230000
116,-62088.000,-2.380000,7.930000,-0.670000,1.620000,-1.380000,1.110000,-0.430000,-0.230000
117,-61932.000,-2.560000,7.920000,-0.340000,1.670000,-1.400000,1.130000,-0.410000,-0.220000
118,-61776.000,-2.720000,7.910000,-0.010000,1.720000,-1.440000,1.130000,-0.390000,-0.230000
119,-61620.000,-2.870000,7.860000,0.320000,1.770000,-1.470000,1.130000,-0.350000,-0.230000
120,-61464.000,-3.040000,7.800000,0.670000,1.810000,-1.530000,1.130000,-0.310000,-0.230000
121,-61308.000,-3.200000,7.730000,1.000000,1.840000,-1.570000,1.110000,-0.240000,-0.230000
122,-61152.000,-3.370000,7.650000,1.340000,1.870000,-1.600000,1.070000,-0.170000,-0.230000
123,-60996.000,-3.520000,7.550000,1.690000,1.900000,-1.640000,1.030000,-0.100000,-0.230000
124,-60840.000,-3.660000,7.430000,2.040000,1.930000,-1.680000,0.980000,-0.020000,-0.240000
125,-60684.000,-3.780000,7.280000,2.370000,1.950000,-1.720000,0.930000,0.050000,-0.240000
126,-60528.000,-3.890000,7.100000,2.700000,1.970000,-1.740000,0.880000,0.130000,-0.240000
127,-60372.000,-3.980000,6.930000,3.030000,1.990000,-1.770000,0.840000,0.180000,-0.250000
128,-60216.000,-4.080000,6.730000,3.360000,2.000000,-1.790000,0.800000,0.240000,-0.250000
129,-60060.000,-4.170000,6.530000,3.690000,2.010000,-1.810000,0.760000,0.300000,-0.250000
130,-59904.000,-4.230000,6.290000,4.010000,2.020000,-1.840000,0.740000,0.340000,-0.250000
131,-59748.000,-4.280000,6.030000,4.300000,2.010000,-1.860000,0.710000,0.380000,-0.250000
132,-59592.000,-4.280000,5.710000,4.590000,2.000000,-1.880000,0.680000,0.430000,-0.250000
133,-59436.000,-4.270000,5.430000,4.860000,2.000000,-1.880000,0.630000,0.460000,-0.260000
134,-59280.000,-4.260000,5.110000,5.110000,1.980000,-1.870000,0.580000,0.510000,-0.260000
135,-59124.000,-4.260000,4.840000,5.330000,1.970000,-1.850000,0.530000,0.530000,-0.260000
136,-58968.000,-4.250000,4.550000,5.560000,1.950000,-1.840000,0.490000,0.560000,-0.260000
137,-58812.000,-4.250000,4.290000,5.780000,1.940000,-1.830000,0.460000,0.580000,-0.260000
138,-58656.000,-4.220000,3.980000,5.980000,1.910000,-1.850000,0.430000,0.610000,-0.270000
139,-58500.000,-4.180000,3.660000,6.190000,1.890000,-1.860000,0.410000,0.640000,-0.270000
140,-58344.000,-4.130000,3.320000,6.370000,1.850000,-1.860000,0.360000,0.690000,-0.270000
141,-58188.000,-4.060000,2.970000,6.550000,1.820000,-1.860000,0.300000,0.740000,-0.270000
142,-58032.000,-4.000000,2.640000,6.650000,1.760000,-1.840000,0.230000,0.780000,-0.270000
143,-57876.000,-3.920000,2.300000,6.790000,1.720000,-1.800000,0.140000,0.820000,-0.280000
144,-57720.000,-3.830000,1.960000,6.940000,1.690000,-1.770000,0.060000,0.860000,-0.280000
145,-57564.000,-3.730000,1.600000,7.070000,1.640000,-1.720000,-0.010000,0.880000,-0.280000
146,-57408.000,-3.620000,1.230000,7.170000,1.590000,-1.670000,-0.080000,0.890000,-0.280000
147,-57252.000,-3.480000,0.850000,7.260000,1.540000,-1.620000,-0.150000,0.920000,-0.280000
148,-57096.000,-3.340000,0.480000,7.320000,1.480000,-1.580000,-0.220000,0.940000,-0.280000
149,-56940.000,-3.190000,0.090000,7.400000,1.430000,-1.530000,-0.310000,0.980000,-0.280000
150,-56784.000,-3.050000,-0.260000,7.430000,1.370000,-1.510000,-0.370000,1.010000,-0.290000
151,-56628.000,-2.880000,-0.600000,7.450000,1.320000,-1.470000,-0.440000,1.030000,-0.290000
152,-56472.000,-2.690000,-0.950000,7.430000,1.260000,-1.440000,-0.470000,1.030000,-0.290000
153,-56316.000,-2.460000,-1.300000,7.380000,1.200000,-1.420000,-0.500000,1.030000,-0.290000
154,-56160.000,-2.240000,-1.660000,7.320000,1.140000,-1.390000,-0.530000,1.030000,-0.290000
155,-56004.000,-2.010000,-1.980000,7.230000,1.080000,-1.350000,-0.570000,1.020000,-0.300000
156,-55848.000,-1.790000,-2.270000,7.120000,1.020000,-1.300000,-0.610000,1.020000,-0.290000
157,-55692.000,-1.590000,-2.560000,7.020000,0.950000,-1.260000,-0.650000,1.010000,-0.300000
158,-55536.000,-1.370000,-2.870000,6.920000,0.890000,-1.230000,-0.680000,1.000000,-0.300000
159,-55380.000,-1.160000,-3.190000,6.810000,0.820000,-1.200000,-0.710000,1.000000,-0.300000
160,-55224.000,-0.930000,-3.500000,6.700000,0.750000,-1.180000,-0.760000,1.010000,-0.310000
161,-55068.000,-0.720000,-3.790000,6.550000,0.680000,-1.130000,-0.810000,1.010000,-0.310000
162,-54912.000,-0.480000,-4.080000,6.410000,0.610000,-1.070000,-0.860000,1.010000,-0.300000
163,-54756.000,-0.240000,-4.350000,6.240000,0.550000,-1.010000,-0.910000,0.990000,-0.310000
164,-54600.000,0.000000,-4.640000,6.050000,0.470000,-0.940000,-0.950000,0.960000,-0.310000
165,-54444.000,0.230000,-4.880000,5.850000,0.400000,-0.870000,-0.990000,0.920000,-0.310000
166,-54288.000,0.480000,-5.150000,5.640000,0.320000,-0.790000,-1.020000,0.880000,-0.310000
167,-54132.000,0.730000,-5.380000,5.410000,0.250000,-0.710000,-1.060000,0.830000,-0.310000
168,-53976.000,0.980000,-5.590000,5.160000,0.180000,-0.630000,-1.080000,0.780000,-0.310000
169,-53820.000,1.200000,-5.800000,4.900000,0.100000,-0.570000,-1.100000,0.730000,-0.310000
170,-53664.000,1.460000,-6.000000,4.640000,0.030000,-0.500000,-1.110000,0.690000,-0.300000
171,-53508.000,1.720000,-6.190000,4.370000,-0.030000,-0.450000,-1.140000,0.660000,-0.310000
172,-53352.000,1.970000,-6.420000,4.070000,-0.120000,-0.400000,-1.180000,0.640000,-0.310000
173,-53196.000,2.220000,-6.560000,3.760000,-0.190000,-0.360000,-1.230000,0.630000,-0.320000
174,-53040.000,2.450000,-6.630000,3.420000,-0.250000,-0.320000,-1.250000,0.620000,-0.310000
175,-52884.000,2.670000,-6.690000,3.080000,-0.310000,-0.290000,-1.250000,0.590000,-0.310000
176,-52728.000,2.900000,-6.730000,2.710000,-0.370000,-0.270000,-1.220000,0.550000,-0.310000
177,-52572.000,3.070000,-6.770000,2.380000,-0.440000,-0.240000,-1.190000,0.490000,-0.310000
178,-52416.000,3.260000,-6.820000,2.050000,-0.500000,-0.210000,-1.170000,0.430000,-0.310000
179,-52260.000,3.450000,-6.890000,1.730000,-0.570000,-0.180000,-1.160000,0.400000,-0.310000
180,-52104.000,3.620000,-6.920000,1.400000,-0.630000,-0.150000,-1.170000,0.360000,-0.320000
181,-51948.000,3.810000,-6.930000,1.050000,-0.690000,-0.090000,-1.190000,0.340000,-0.310000
182,-51792.000,3.960000,-6.920000,0.700000,-0.750000,-0.040000,-1.210000,0.310000,-0.310000
183,-51636.000,4.120000,-6.890000,0.330000,-0.810000,0.000000,-1.210000,0.260000,-0.310000
184,-51480.000,4.220000,-6.850000,-0.010000,-0.880000,0.030000,-1.180000,0.200000,-0.310000
185,-51324.000,4.360000,-6.810000,-0.360000,-0.930000,0.080000,-1.150000,0.130000,-0.310000
186,-51168.000,4.490000,-6.770000,-0.710000,-0.990000,0.110000,-1.120000,0.070000,-0.310000
187,-51012.000,4.610000,-6.700000,-1.070000,-1.050000,0.150000,-1.080000,0.000000,-0.310000
188,-50856.000,4.720000,-6.590000,-1.440000,-1.100000,0.180000,-1.050000,-0.060000,-0.310000
189,-50700.000,4.810000,-6.460000,-1.800000,-1.150000,0.210000,-1.000000,-0.130000,-0.300000
190,-50544.000,4.900000,-6.340000,-2.150000,-1.190000,0.240000,-0.940000,-0.200000,-0.300000
191,-50388.000,4.970000,-6.190000,-2.510000,-1.240000,0.250000,-0.890000,-0.280000,-0.300000
192,-50232.000,5.060000,-6.040000,-2.850000,-1.270000,0.280000,-0.850000,-0.330000,-0.300000
193,-50076.000,5.120000,-5.860000,-3.200000,-1.310000,0.310000,-0.810000,-0.400000,-0.300000
194,-49920.000,5.150000,-5.680000,-3.510000,-1.340000,0.350000,-0.790000,-0.450000,-0.290000
195,-49764.000,5.140000,-5.440000,-3.810000,-1.370000,0.360000,-0.760000,-0.510000,-0.300000
196,-49608.000,5.120000,-5.190000,-4.100000,-1.390000,0.380000,-0.720000,-0.560000,-0.300000
197,-49452.000,5.080000,-4.930000,-4.400000,-1.410000,0.360000,-0.650000,-0.600000,-0.290000
198,-49296.000,5.040000,-4.660000,-4.700000,-1.440000,0.350000,-0.600000,-0.640000,-0.290000
199,-49140.000,4.990000,-4.410000,-4.960000,-1.460000,0.330000,-0.540000,-0.680000,-0.290000
200,-48984.000,4.940000,-4.170000,-5.210000,-1.480000,0.320000,-0.500000,-0.700000,-0.290000
201,-48828.000,4.900000,-3.910000,-5.460000,-1.490000,0.320000,-0.470000,-0.720000,-0.290000
202,-48672.000,4.830000,-3.640000,-5.700000,-1.500000,0.350000,-0.460000,-0.760000,-0.290000
203,-48516.000,4.740000,-3.370000,-5.930000,-1.520000,0.360000,-0.430000,-0.790000,-0.280000
204,-48360.000,4.660000,-3.080000,-6.190000,-1.530000,0.360000,-0.380000,-0.850000,-0.290000
205,-48204.000,4.540000,-2.790000,-6.380000,-1.540000,0.350000,-0.320000,-0.880000,-0.280000
206,-48048.000,4.420000,-2.510000,-6.580000,-1.550000,0.330000,-0.250000,-0.930000,-0.280000
207,-47892.000,4.310000,-2.210000,-6.760000,-1.550000,0.290000,-0.180000,-0.950000,-0.280000
208,-47736.000,4.170000,-1.910000,-6.930000,-1.550000,0.250000,-0.110000,-0.980000,-0.280000
209,-47580.000,4.030000,-1.590000,-7.080000,-1.540000,0.220000,-0.040000,-1.000000,-0.270000
210,-47424.000,3.860000,-1.260000,-7.230000,-1.540000,0.160000,0.030000,-1.020000,-0.270000
211,-47268.000,3.680000,-0.940000,-7.350000,-1.530000,0.110000,0.100000,-1.040000,-0.270000
212,-47112.000,3.490000,-0.610000,-7.460000,-1.520000,0.050000,0.190000,-1.070000,-0.270000
213,-46956.000,3.290000,-0.270000,-7.550000,-1.510000,0.010000,0.260000,-1.090000,-0.270000
214,-46800.000,3.080000,0.060000,-7.640000,-1.500000,-0.030000,0.340000,-1.110000,-0.260000
215,-46644.000,2.870000,0.360000,-7.690000,-1.480000,-0.060000,0.400000,-1.140000,-0.260000
216,-46488.000,2.630000,0.660000,-7.700000,-1.470000,-0.090000,0.460000,-1.160000,-0.260000
217,-46332.000,2.370000,0.970000,-7.700000,-1.450000,-0.120000,0.510000,-1.170000,-0.260000
218,-46176.000,2.090000,1.280000,-7.660000,-1.430000,-0.160000,0.560000,-1.170000,-0.250000
219,-46020.000,1.810000,1.580000,-7.620000,-1.410000,-0.220000,0.610000,-1.160000,-0.250000
220,-45864.000,1.540000,1.830000,-7.550000,-1.390000,-0.290000,0.660000,-1.150000,-0.260000
221,-45708.000,1.280000,2.090000,-7.500000,-1.370000,-0.310000,0.680000,-1.140000,-0.250000
222,-45552.000,1.020000,2.370000,-7.430000,-1.340000,-0.340000,0.700000,-1.130000,-0.250000
223,-45396.000,0.740000,2.640000,-7.360000,-1.320000,-0.360000,0.730000,-1.130000,-0.250000
224,-45240.000,0.460000,2.890000,-7.260000,-1.300000,-0.370000,0.760000,-1.130000,-0.240000
225,-45084.000,0.190000,3.100000,-7.160000,-1.290000,-0.420000,0.810000,-1.140000,-0.250000
226,-44928.000,-0.080000,3.330000,-7.030000,-1.260000,-0.460000,0.860000,-1.130000,-0.240000
227,-44772.000,-0.360000,3.560000,-6.900000,-1.230000,-0.530000,0.910000,-1.110000,-0.240000
228,-44616.000,-0.110000,3.770000,-6.800000,-1.040000,-1.070000,1.030000,-0.960000,-0.330000
229,-44460.000,-0.340000,4.260000,-6.430000,-0.830000,-2.380000,0.940000,-1.040000,-0.820000
230,-44304.000,-0.360000,4.380000,-6.260000,-0.740000,-3.490000,0.550000,-1.390000,-1.440000
231,-44148.000,-0.340000,4.850000,-5.930000,-0.470000,-4.660000,0.610000,-1.360000,-1.800000
232,-43992.000,-0.480000,5.250000,-5.540000,-0.250000,-5.730000,0.670000,-1.300000,-2.120000
233,-43836.000,-0.520000,5.670000,-5.180000,-0.010000,-6.700000,0.790000,-1.190000,-2.360000
234,-43680.000,-0.600000,6.210000,-4.660000,0.310000,-7.520000,1.000000,-0.960000,-2.490000
235,-43524.000,-0.750000,6.710000,-4.160000,0.600000,-8.030000,1.130000,-0.810000,-2.570000
236,-43368.000,-0.900000,7.180000,-3.650000,0.870000,-8.330000,1.260000,-0.650000,-2.570000
237,-43212.000,-1.090000,7.590000,-3.070000,1.140000,-8.460000,1.400000,-0.490000,-2.510000
238,-43056.000,-1.270000,7.880000,-2.500000,1.370000,-8.360000,1.490000,-0.380000,-2.410000
239,-42900.000,-1.410000,8.140000,-1.890000,1.610000,-8.010000,1.530000,-0.270000,-2.250000
240,-42744.000,-1.560000,8.380000,-1.340000,1.820000,-7.430000,1.550000,-0.250000,-2.040000
241,-42588.000,-1.680000,8.540000,-0.860000,2.000000,-6.640000,1.510000,-0.270000,-1.800000
242,-42432.000,-1.810000,8.700000,-0.470000,2.140000,-5.740000,1.490000,-0.350000,-1.530000
243,-42276.000,-1.940000,8.800000,-0.100000,2.250000,-4.720000,1.480000,-0.450000,-1.230000
244,-42120.000,-2.080000,8.850000,0.200000,2.320000,-3.690000,1.510000,-0.560000,-0.910000
245,-41964.000,-2.200000,8.830000,0.510000,2.380000,-2.730000,1.560000,-0.630000,-0.600000
246,-41808.000,-2.370000,8.750000,0.770000,2.380000,-1.930000,1.610000,-0.660000,-0.320000
247,-41652.000,-2.510000,8.660000,1.000000,2.380000,-1.290000,1.620000,-0.660000,-0.110000
248,-41496.000,-2.690000,8.510000,1.210000,2.340000,-0.780000,1.570000,-0.650000,0.040000
249,-41340.000,-2.850000,8.330000,1.400000,2.290000,-0.390000,1.480000,-0.590000,0.160000
250,-41184.000,-3.040000,8.150000,1.620000,2.240000,-0.170000,1.400000,-0.490000,0.240000
251,-41028.000,-3.240000,7.950000,1.820000,2.170000,-0.070000,1.260000,-0.370000,0.270000
252,-40872.000,-3.420000,7.700000,2.060000,2.110000,-0.090000,1.130000,-0.220000,0.270000
253,-40716.000,-3.600000,7.440000,2.300000,2.040000,-0.220000,0.990000,-0.070000,0.230000
254,-40560.000,-3.780000,7.160000,2.540000,1.970000,-0.430000,0.820000,0.060000,0.150000
255,-40404.000,-3.950000,6.890000,2.790000,1.910000,-0.710000,0.680000,0.190000,0.050000
256,-40248.000,-4.120000,6.590000,3.080000,1.850000,-1.030000,0.550000,0.290000,-0.060000
257,-40092.000,-4.280000,6.280000,3.380000,1.790000,-1.330000,0.480000,0.330000,-0.170000
258,-39936.000,-4.390000,5.900000,3.650000,1.720000,-1.530000,0.460000,0.380000,-0.230000
259,-39780.000,-4.490000,5.580000,3.960000,1.680000,-1.790000,0.540000,0.470000,-0.260000
260,-39624.000,-4.550000,5.190000,4.250000,1.630000,-2.010000,0.550000,0.490000,-0.320000
261,-39468.000,-4.590000,4.840000,4.490000,1.580000,-2.220000,0.550000,0.480000,-0.390000
262,-39312.000,-4.630000,4.530000,4.730000,1.540000,-2.380000,0.540000,0.490000,-0.450000
263,-39156.000,-4.650000,4.240000,4.910000,1.500000,-2.510000,0.490000,0.450000,-0.520000
